Nr. crt.,Adresa,Nr,Sector,Anul construirii,Regimul de inaltime,Numar de apartamente,Aria desfasurata,Anul Elaborarii Expertizei Tehnice,Expertul tehnic atestat pentru cerinţa esenţiala de calitate-rezistenţă mecanică şi stabilitate de către M.D.R.A.P.,Observatii,Clasa de risc seismic
1521,Strada GIOACCHINO ROSSINI,6,Sector 2,1959,S+Ds+P+3E,0,1.98,1995,Nicolae CONSTANTINESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1522,Calea GIULEŞTI,11,Sector 6,1962,S+P+8E,0,0,1995,Dan CAPATINA,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1523,Calea GIULEŞTI,50÷52 (corp A+B),Sector 6,1962,S+P+8E,0,4.815,1995,Dan CAPATINA,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1524,Calea GIULEŞTI,133,Sector 6,1961,S+P+4E,0,4.7,1996,Iorgu NICULA,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1525,Șoseaua GIURGIULUI,220,Sector 4,1938,S+P,0,0,1993,Dan STANCIULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1526,Strada GRĂDINA CU CAI,1,Sector 5,1910,S+P+1E+Ma,0,380,1993,Dan STANCIULESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1527,Strada GRIGORE ALEXANDRESCU,75,Sector 1,1944,S+P+2E+Ma,7,605,1993,Mircea NEICU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1528,Strada GRIGORE ALEXANDRESCU,76,Sector 1,1930,S+P+2E+Ma,16,1.079,1993,Mircea NEICU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1529,Strada GRIGORE ALEXANDRESCU,82,Sector 1,1949,S+P+3E,21,1.437,1993,Mircea NEICU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1530,Strada GRIGORE ALEXANDRESCU,61,Sector 1,1935,S+P+2E,7,650,1993,Mircea NEICU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1531,Intrarea GRIGORE CANTILLI,4,Sector 1,1940,S+P+3E,0,675,1995,Silvia CARAMAN,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1532,Strada GRIGORE COBĂLCESCU,5,Sector 1,1934,S+P+2E+Ma,0,400,1994,Ion ANTONESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1533,Strada GRIGORE COBĂLCESCU,7,Sector 1,1934,S+P+1E+Ma,0,776,1993,Armand NEFIAN,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1534,Strada GRIGORE COBĂLCESCU,8,Sector 1,1920,S+P+1E+Pod,0,570,1993,Armand NEFIAN,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1535,Strada GRIGORE COBĂLCESCU,12,Sector 1,1891,S+P+1E+Ma,0,765,1993,Stelian PICULESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1536,Strada GRIGORE COBĂLCESCU,13,Sector 1,1930,S+P+1E,0,380,1993,Stelian PICULESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1537,Strada GRIGORE COBĂLCESCU,18,Sector 1,1912,S+P+1E+Ma,0,310,1993,Stelian PICULESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1538,Strada GRIGORE COBĂLCESCU,29,Sector 1,1930,S+P+2E+Ma,0,1.1,1993,Gheorghe DRUGEA,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1539,Strada GRIGORE COBĂLCESCU,35,Sector 1,1881,S+P+1E+Ma,0,350,1993,Stelian PICULESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1540,Strada GRIGORE COBĂLCESCU,40,Sector 1,1880,S+P+1E+Ma,0,122,1993,Stelian PICULESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1541,Strada GRIGORE COBĂLCESCU,45 (corp A),Sector 1,1927,S+P+2E,6,872,1993,Horia DUGAN,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1542,Strada GRIGORE COBĂLCESCU,45 (corp B),Sector 1,1927,,0,0,1993,Horia DUGAN,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1543,Strada GRIGORE COBĂLCESCU,54,Sector 1,1929,S+P+3E+Ma,0,836,1995,Dan GHEORGHE,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1544,Strada GRIGORE COBĂLCESCU,56,Sector 1,1929,S+P+3E+Ma,0,1.085,1995,Dan GHEORGHE,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1545,Strada GRIGORE MOISIL,4,Sector 2,1975,S+P+10E,132,13.128,1993,Emilian TITARU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1546,Strada GRIGORE RĂDUCANU,19 (corp A+B),Sector 1,1925,S+P+1E,0,190,1993,Anatolie CAZACLIU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1547,Strada GRIGORE RĂDUCANU,21,Sector 1,1928,S+P+1E+Ma,0,257,1993,Anatolie CAZACLIU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1548,Calea GRIVIŢEI,23,Sector 1,1928,S+P+4E,0,1.42,1994,Horia DUGAN,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1549,Calea GRIVIŢEI,23A,Sector 1,1910,S+P+1E,5,520,1993,Horia DUGAN,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1550,Calea GRIVIŢEI,36 (corp A+B),Sector 1,1926,S+P+2E,5,700,1993,Horia DUGAN,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1551,Calea GRIVIŢEI,36 (corp C),Sector 1,1900,S+P+2E,6,700,1993,Horia DUGAN,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1552,Calea GRIVIŢEI,43 (corp B),Sector 1,1923,S+P+1E+Ma,5,548,1993,Valter BOGDAN,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1553,Calea GRIVIŢEI,50,Sector 1,1930,S+P+1E+Ma,4,516,1993,Adina SIMION,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1554,Calea GRIVIŢEI,63 (corp A+B+C),Sector 1,1923,S+P+2E,13,1,1993,Valter BOGDAN,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1555,Calea GRIVIŢEI,123,Sector 1,1930,S+P+1E+Ma,0,0,1993,Adina SIMION,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1556,Calea GRIVIŢEI,127 (corp A+D+E),Sector 1,1900,S+P+1E+Ma; S+P;,2,600,1993,Dan POPESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1557,Calea GRIVIŢEI,129,Sector 1,1930,S+P+1E+Ma,10,947,1993,Dan POPESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1558,Calea GRIVIŢEI,131 (corp B),Sector 1,1880,S+P+1E+Ma,3,328,1993,Dan POPESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1559,Calea GRIVIŢEI,166A,Sector 1,1935,S+P+2E+Ma,0,0,1994,Horia DUGAN,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1560,Calea GRIVIŢEI,172,Sector 1,1935,S+P+3E,10,140,1993,Constantin ARIENESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1561,Calea GRIVIŢEI,174B,Sector 1,1935,S+P+3E,0,0,1995,Nicolae CONSTANTINESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1562,Calea GRIVIŢEI,184C (fost 184B - corp B),Sector 1,1935,S+P+2E+Ma;,8,96,1993,Mircea CONDRUT,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1563,Strada GUTEMBERG,4,Sector 5,1930,S+P+1E,0,0,1993,Serban STANESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1564,Strada GUTEMBERG,6,Sector 5,1920,S+P+1E,0,0,1993,Cristian BALAN,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1565,Strada GUTEMBERG,8,Sector 5,1930,S+P+3E,0,0,1993,Cristian BALAN,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1566,Strada GUTEMBERG,10,Sector 5,1920,S+P+1E,0,0,1993,Cristian BALAN,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1567,Strada GUTEMBERG,12,Sector 5,1900,S+P+2E,0,0,1993,Niculaie TUDOSE,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1568,Strada GUTEMBERG,16,Sector 5,1934,S+P+5E+Ma,0,0,1995,Mihai URSACHESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1569,Strada HAGIULUI,10,Sector 2,1920,S+P+2E+Ma,0,0,1993,Adina SIMION,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1570,Strada HALMEU,13,Sector 2,1920,S+Ds+P+1E,0,0,1993,Constantin DALBAN,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1571,Strada HARALAMBIE BOTESCU,14,Sector 5,1920,S+P+3E,0,0,1994,Radu AGENT,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1572,Piaţa HARALAMBIE BOTESCU (fostă Piaţa MATACHE),2,Sector 1,1916,S+P+1E,0,0,1993,Horia DUGAN,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1573,Piaţa HARALAMBIE BOTESCU (fostă Piaţa MATACHE),11,Sector 1,1925,S+P+2E,0,0,1993,Dan POPESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1574,Strada HÂRJEU,7,Sector 2,1937,S+P+1E+Ma,0,0,1993,Adina SIMION,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1575,Strada HENRI MATHIAS BERTHELOT,59,Sector 1,1926,S+P+2E+Ma,0,0,1994,Radu AGENT,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1576,Strada HENRI MATHIAS BERTHELOT,61,Sector 1,1930,S+P+2E,0,0,1994,Radu AGENT,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1577,Strada HERŢA,7 (bloc 13),Sector 2,1980,S+P+10E,0,0,1993,Dan POPESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1578,Strada HORAŢIU,17,Sector 1,1938,S+P+1E+Ma,0,0,1995,Mircea IONESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1579,Strada HOREI,5bis (corp A+B),Sector 2,1940,S+P+Ma,0,0,1993,Mircea CONDRUT,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1580,Strada HOREI,7bis,Sector 2,1923,S+P+2E+Ma,5,0,1993,Viorel CONSTANTINESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1581,Strada HOREI,8,Sector 2,1935,S+P+3E+Ma,0,0,1993,Niculaie TUDOSE,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1582,Strada HOREI,16,Sector 2,1910,S+P+2E+Ma,0,0,1993,Nicolaie TUDOSE,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1583,Strada HOREI,30 (corp A),Sector 2,1940,S+P+1E,0,0,1993,Mircea VASILIU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1584,Strada HRISOVULUI,14,Sector 1,1957,S+P+3E,0,0,1995,Virgil FIERBINTEANU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1585,Bulevardul HRISTO BOTEV,2,Sector 3,1900,S+P+2E,4,402,1993,Nicola GOSPODINOV,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1586,Bulevardul HRISTO BOTEV,4,Sector 3,1930,S+P+2E+Ma,0,0,1993,Alexandru PROGRESEANU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1587,Bulevardul HRISTO BOTEV,7,Sector 3,1920,S+P+3E+Ma,0,0,1994,Dan GHIOCEL,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1588,Bulevardul HRISTO BOTEV,13,Sector 3,1938,S+P+3E+Ma,0,0,1993,Dan POPESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1589,Bulevardul HRISTO BOTEV,22,Sector 3,1936,S+P+7E,0,0,1994,Gabriel NICULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1590,Bulevardul HRISTO BOTEV,24,Sector 3,1935,S+P+5E,0,0,1994,Dan GHIOCEL,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1591,Bulevardul HRISTO BOTEV,26,Sector 3,1930,S+P+5E,0,0,1993,Alexandru PROGRESEANU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1592,Bulevardul HRISTO BOTEV,27,Sector 3,1937,S+P+3E+Ma,0,0,1994,Dan GHIOCEL,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1593,Bulevardul HRISTO BOTEV,29,Sector 3,1900,S+P+Ma,0,0,1993,Nicolae ALEMAN,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1594,Bulevardul HRISTO BOTEV,34,Sector 3,1934,S+P+3E,0,0,1994,Dan GHIOCEL,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1595,Bulevardul HRISTO BOTEV,44 (corp A),Sector 3,1903,S+P+1E+Ma,0,0,1993,Serban PAUNESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1596,Bulevardul I. C. BRĂTIANU,2,Sector 3,1940,S+P+1E+Ma,0,0,1993,Paul VERNESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1597,Bulevardul I. C. BRĂTIANU,6,Sector 3,1937,S+P+8E,0,0,1994,Alexandru PROGRESEANU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1598,Bulevardul I. C. BRĂTIANU,14,Sector 3,1880,S+P+2E,0,0,1993,Emil COROIU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1599,Bulevardul I. C. BRĂTIANU,34,Sector 3,1945,S+P+6E+Ma,0,0,1993,Radu PETROVICI,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1600,Bulevardul I. C. BRĂTIANU,35,Sector 3,1956,S+P+7E,0,0,1994,Valentin GEORGESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1601,Bulevardul I. C. BRĂTIANU,39,Sector 3,1986,S+P+9E,0,0,1994,Mihai NAVODARIU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1602,Bulevardul I. C. BRĂTIANU,44,Sector 3,1958,S+P+7E,0,0,1994,Alexandru PROGRESEANU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1603,Strada IACOB FELIX,72,Sector 1,1935,S+P+1…2E+Ma,0,0,1993,Anatolie CAZACLIU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1604,Strada IACOB NEGRUZZI,28 (corp C),Sector 1,1926,S+P+1E,0,0,1993,Valter BOGDAN,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1605,Strada IACOB NEGRUZZI,30,Sector 1,1898,S+P+1E+Ma,0,0,1993,Rodica VASILESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1606,Strada IANCU CAVALER DE FLONDOR,7,Sector 2,1925,S+P+2E+Ma,0,0,1993,Dan STANCIULESCU,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1607,Bulevardul IANCU DE HUNEDOARA,37 (corp A+B),Sector 1,1960,S+P+8E,0,11.554,1994,Valentin SEVCENCO,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1608,Soseaua IANCULUI,47 (bloc 102C),Sector 2,1976,S+P+10E,0,0,1993,Ion LUNGU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1609,Soseaua IANCULUI,57 (bloc 101B),Sector 2,1978,S+P+8E,0,0,1993,Ion LUNGU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1610,Soseaua IANCULUI,59 (bloc 101A),Sector 2,1979,S+P+10E,0,0,1993,Ion LUNGU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1611,Soseaua IANCULUI,53 (bloc 102B),Sector 2,1977,S+P+10 … 11E,0,0,1993,Mircea CONDRUT,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1612,Soseaua IANCULUI,39 (bloc 103A),Sector 2,1977,S+P+9 … 10E,0,0,1993,Ion LUNGU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1613,Soseaua IANCULUI,128 (bloc G),Sector 2,1978,S+P+10E,0,0,1993,Mircea CONDRUT,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1614,Strada ICOANEI,38÷38A (corp B+C),Sector 2,1934; 1936,S+P+3E,0,0,1993,Dan STANCIULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1615,Strada ICOANEI,40,Sector 2,1924,S+P+3E,0,0,1993,Rodica VASILESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1616,Strada ICOANEI,57,Sector 2,1938,S+P+1E+Ma,0,0,1993,Dan POPESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1617,Strada IENACHIŢĂ VĂCĂRESCU,3,Sector 4,1921,S+P+3E,0,0,1994,Traian POPP,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1618,Strada IENACHIŢĂ VĂCĂRESCU,8,Sector 4,1840,S+P+1E,0,0,1993,Alexandru BRANZEI,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1619,Strada IENACHIŢĂ VĂCĂRESCU,14,Sector 4,1936,S+P+1E+Ma,0,0,1993,Alexandru BRANZEI,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1620,Strada IENACHIŢĂ VĂCĂRESCU,19,Sector 4,1935,S+P+2E,0,0,1993,BALAN I. CRISTIAN,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1621,Strada IENACHIŢĂ VĂCĂRESCU,20 (corp A+B+C+D+E+F),Sector 4,1918;1923,S+P+1E;S+P+1E; S+P,0,800,1993,Radu PETROVICI,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1622,Strada IENACHIŢĂ VĂCĂRESCU,41,Sector 4,1920,S+P+1E,0,0,1993,Corneliu NICUT,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1623,Strada IENACHIŢĂ VĂCĂRESCU,45,Sector 4,1932,S+P+2E,0,0,1993,Dan STANCIULESCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1624,Strada IENACHIŢĂ VĂCĂRESCU,46 (corp A+B),Sector 4,1892,S+P; S+P+1E,0,0,1993,Corneliu NICUT,U1. U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1625,Strada IENACHIŢĂ VĂCĂRESCU,47,Sector 4,1935,S+P+1E+Ma,0,0,1993,Dan STANCIULESCU,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1626,Strada IENACHIŢĂ VĂCĂRESCU,48 (corp A+B+C),Sector 4,1909,S+P; S+P+1E,0,0,1993,Alexandru BRANZEI,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1627,Strada IENACHIŢĂ VĂCĂRESCU,50 (corp A+B),Sector 4,1935,S+P+1E+Ma,0,0,1993,Cristian BALAN,U3,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1628,Strada ILARIE CHENDI,44,Sector 2,1940,S+P+3E,0,0,1993,Niculaie TUDOSE,U1,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1629,Strada ILFOV (colț cu Strada MIHAI VODĂ),2 (1),Sector 5,1894,S+P+2E+Ma,0,0,1995,Mircea NEICU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
1630,Splaiul INDEPENDENTEI,56,Sector 5,1933,S+P+4E,0,0,1995,Nicolae TEMELCU,U2,"6. INCADRATE IN CATEGORII DE URGENTA, NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE"
